Draw Date,Winning Numbers,Mega Ball,Multiplier
2002-12-24,08 24 39 43 52,43,
2002-12-20,10 14 41 46 49,52,
2002-12-17,03 07 21 29 49,46,
2002-12-13,02 13 14 24 46,34,
2002-12-10,03 05 09 16 31,28,
2002-12-06,04 08 30 36 52,48,
2002-12-03,01 15 19 40 51,26,
2002-11-29,08 25 33 42 49,40,
2002-11-26,03 21 27 31 43,34,
2002-11-22,11 16 19 22 46,05,
2002-11-19,07 16 20 40 52,08,
2002-11-15,06 17 44 49 51,39,
2002-11-12,03 28 45 48 50,24,
2002-11-08,17 19 37 47 48,14,
2002-11-05,02 07 16 28 36,47,
2002-11-01,05 10 22 23 43,37,
2002-10-29,09 10 14 41 49,35,
2002-10-25,08 15 34 39 47,04,
2002-10-22,16 20 26 36 48,32,
2002-10-18,10 31 40 48 51,38,
2002-10-15,06 20 27 34 51,22,
2002-10-11,09 11 17 26 41,29,
2002-10-08,18 34 43 47 50,25,
2002-10-04,10 42 43 45 51,01,
2002-10-01,07 21 30 32 37,15,
2002-09-27,23 27 30 33 36,05,
2002-09-24,08 32 34 42 50,21,
2002-09-20,01 02 04 05 46,08,
2002-09-17,07 10 19 26 44,05,
2002-09-13,24 32 37 40 51,12,
2002-09-10,04 06 10 21 25,21,
2002-09-06,31 39 42 49 51,35,
2002-09-03,08 23 36 49 51,10,
2002-08-30,06 31 32 42 51,42,
2002-08-27,02 05 11 18 45,22,
2002-08-23,05 19 20 45 48,44,
2002-08-20,02 13 20 23 43,06,
2002-08-16,22 31 33 44 52,43,
2002-08-13,03 10 15 18 25,52,
2002-08-09,07 17 23 43 44,26,
2002-08-06,02 06 38 40 50,14,
2002-08-02,10 16 23 28 31,07,
2002-07-30,02 06 22 27 44,01,
2002-07-26,20 27 28 37 49,32,
2002-07-23,10 12 29 32 38,07,
2002-07-19,07 15 24 37 46,09,
2002-07-16,10 24 35 49 52,47,
2002-07-12,13 19 23 38 47,15,
2002-07-09,26 29 31 44 48,40,
2002-07-05,11 20 26 29 41,41,
2002-07-02,14 22 32 35 44,06,
2002-06-28,18 31 49 50 51,04,
2002-06-25,04 18 21 27 41,50,
2002-06-21,13 18 32 39 49,06,
2002-06-18,06 13 18 27 45,18,
2002-06-14,04 08 32 37 43,02,
2002-06-11,05 06 09 33 44,52,
2002-06-07,14 22 27 28 42,13,
2002-06-04,03 25 29 30 48,48,
2002-05-31,12 28 45 46 52,47,
2002-05-28,06 21 22 29 32,24,
2002-05-24,02 04 32 44 52,36,
2002-05-21,04 28 39 41 44,09,
2002-05-17,15 18 25 33 47,30,
